price
10085.95
10142.15
10403.36
10345.34
10363.45
10306.17
10257.82
10195.61
10161.32
10268.39
10170.13
9986.41
10047.01
9692.74
8613.67
8424.16
8091.7
8186.78
8201.98
8064.51
8282.37
8314.55
8362.53
8254.34
8165.69
8141.63
7854.61
8226.02
8190.12
8598.33
8578.09
8289.85
8323.75
8291.25
8346.37
8160.71
8003.86
8072.49
7959.33
7948.48
8213.71
8211.65
8029.21
7458.04
7454.37
8656.66
9249.65
9558.16
9319.18
9431.21
9182.86
9155.28
9251.38
9300.19
9209.64
9418.36
9330.79
9354.93
9210.75
8791.33
8810.78
9042.89
8713.21
8788.96
8766.73
8645.44
8465.88
8477.69
8505.16
8183.53
8116.82
8076.55
7612.28
7277.52
7324.84
6943.38
7139.04
7165.44
7526.86
7436.34
7747.74
7556.19
7417.73
7318.31
7306.45
7215.02
7404.09
7534.21
7512.06
7528.94
7340.23
7232.09
7200.46
7192.85
7244.9
7071.11
7111.29
6882.4
6608.96
7284.63
7146.17
7184.22
7140.3
7479.4
7321.75
7235.63
7191.17
7194.64
7237.15
7306.64
7391.58
7229.4
7167.4
7170.63
6946.83
7315.31
7343.16
7345.53
7765.8
8136.09
8059.7
7817.14
8129.82
8032.01
8164.55
8121.93
8830.17
8811.45
8718.69
8912.54
8928.18
8687.35
8636.26
8730.87
8647.9
8366.38
8423.39
8344.77
8573.87
8901.96
9297.39
9311.95
9508.92
9357.28
9381.89
9339.39
9279.81
9161.63
9628.14
9739.28
9800.28
9911.29
10151.08
9872.36
10272.22
10360.14
10235.5
10361.62
9911.72
9952.05
9683.08
10195.3
9636
9614.03
9701.8
9675.25
9972.84
9648.01
9344.29
8798.89
8779.03
8750.59
8582.09
8541.77
8906.21
8768.81
8756.37
9062.62
9147.09
8898.31
8109.61
7896.39
7909.93
7939.34
4959.31
5627.69
5145.17
5358.61
5012.93
5416.75
5392.49
6203.55
6174.15
6175.83
5830.56
6486.41
6775.06
6689.97
6754.46
6490.8
6231.82
5904.86
6436.91
6432.38
6643.11
6792.74
6751.9
6859.99
6790.81
7298.17
7187.59
7372.19
7299.58
6859.82
6883.18
6978.67
6863.58
6875.54
6625.48
7127.79
7081.4
7262.79
7150.24
6853.27
6870.42
7123.66
7488.61
7506.44
7537.74
7684.07
7777.49
7769.9
8761.84
8652.41
8855.54
8977.28
8896.8
8881.95
8985.88
9266.81
9993.75
9859.32
9577.34
8715.03
8591.65
8817.25
9323
9801.27
9326.88
9395.48
9682.53
9726.85
9754.2
9515.7
9068.8
9161.82
9183.66
8806.23
8909.19
8835.14
9169.06
9568.26
9432.41
9691.68
9433.94
10199.14
9512.35
9642.27
9813.36
9641.89
9668.67
9747.58
9769.34
9779.42
9888.44
9277.45
9456.16
9461.33
9342.96
9441.38
9520.09
9448.69
9389.99
9285.99
9357.29
9284.77
9684.62
9611.73
9292.94
9247.12
9159.44
9002.17
9108.07
9184.25
9143.97
9241.34
9094.39
9066.69
9126.22
9079.61
9338.94
9252.16
9434.57
9231.5
9285.22
9237.17
9289.1
9236.62
9260.36
9196.73
9132.59
9156.47
9175.91
9218.84
9167.19
9388.57
9531.26
9609.17
9548.1
9702.45
9933.91
11046.51
10944.61
11115.77
11135.39
11338.2
11797.58
11094.02
11236.1
11202.65
11721.44
11769.31
11598.97
11743.01
11680.52
11870.37
11392.64
11575.51
11773.45
11774.41
11866.91
11899.64
12315.76
11992.7
11736.85
11867.52
11524.7
11682.29
11665.61
11771.41
11358.45
11472.05
11314.67
11527.88
11490.76
11698.98
11678.35
11970.36
11414.52
10261.49
10471.97
10128.64
10253.3
10367.88
10108.64
10223.11
10334.63
